f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price.1,neighbourhood_cleansed,cancellation_policy,room_type,property_type,flag_n_bathrooms,flag_n_beds,flag_n_review_scores_rating,flag_n_reviews_per_month,flag_days_since
Apartment,Entire home/apt,strict,Real Bed,Hackney,154.0,6,2.0,91.0,28,1,0.93,0,2,2.0,897.0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,154.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,119.0,4,1.0,100.0,1,1,0.19,0,90,2.0,154.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,119.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,139.0,4,2.0,97.0,6,1,0.44,0,2,2.0,408.0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,139.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,45.0,2,1.0,97.0,160,1,2.82,10,2,1.0,1700.0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,45.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,65.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,Hackney,flexible,Private room,House,0,0,1,1,1
House,Private room,strict,Real Bed,Hackney,35.0,1,2.0,99.0,29,1,0.83,0,2,1.0,1051.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,35.0,Hackney,strict,Private room,House,0,0,0,0,0
House,Private room,moderate,Real Bed,Hackney,31.0,4,2.0,96.0,0,1,0.51,0,1,1.0,399.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,31.0,Hackney,moderate,Private room,House,0,0,1,1,1
House,Private room,strict,Real Bed,Hackney,25.0,2,1.0,95.0,4,1,0.57,0,2,1.0,208.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,25.0,Hackney,strict,Private room,House,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,32.0,1,1.0,100.0,2,1,0.1,18,5,1.0,571.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,32.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,38.0,2,1.0,96.0,5,1,0.3,25,1,1.0,496.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,38.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,75.0,2,1.5,96.0,0,1,0.51,10,1,1.0,399.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,75.0,Hackney,moderate,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,140.0,6,1.5,100.0,6,1,0.3,0,3,3.0,591.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,140.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,moderate,Real Bed,Hackney,28.0,2,1.0,96.0,0,1,0.51,0,2,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,28.0,Hackney,moderate,Private room,House,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,250.0,4,1.0,96.0,0,1,0.51,0,1,2.0,399.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,250.0,Hackney,strict,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,flexible,Real Bed,Hackney,78.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,78.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,90.0,2,3.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,90.0,Hackney,flexible,Private room,House,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,39.0,1,1.0,96.0,1,1,0.11,0,1,1.0,278.0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,39.0,Hackney,flexible,Private room,House,0,0,1,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,70.0,3,1.0,96.0,0,1,0.51,0,5,2.0,399.0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,70.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
House,Entire home/apt,strict,Real Bed,Hackney,95.0,4,1.0,96.0,0,1,0.51,0,2,2.0,399.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,95.0,Hackney,strict,Entire home/apt,House,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,350.0,6,2.0,90.0,2,4,0.37,15,2,2.0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,350.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,69.0,2,2.0,97.0,19,2,0.79,0,3,1.0,717.0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,69.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,38.0,2,1.0,100.0,2,1,0.56,15,3,1.0,105.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,38.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,132.0,4,2.0,92.0,13,1,1.63,0,2,2.0,238.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,132.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
House,Entire home/apt,moderate,Real Bed,Hackney,144.0,5,1.0,96.0,0,4,0.51,15,2,2.0,399.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,144.0,Hackney,moderate,Entire home/apt,House,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,70.0,2,2.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,70.0,Hackney,flexible,Private room,House,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,140.0,4,1.5,100.0,1,1,0.13,0,3,3.0,224.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,140.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,flexible,Real Bed,Hackney,110.0,4,2.0,96.0,0,1,0.51,0,21,2.0,399.0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,110.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,27.0,1,1.0,90.0,4,1,0.28,0,1,1.0,424.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,27.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,57.0,2,1.0,96.0,0,2,0.51,0,2,1.0,399.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,57.0,Hackney,moderate,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,40.0,2,1.0,100.0,2,1,0.15,8,1,1.0,397.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,40.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,65.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,65.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,40.0,2,2.0,100.0,1,1,0.05,0,3,1.0,611.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,40.0,Hackney,flexible,Private room,House,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,50.0,2,1.0,96.0,0,1,0.51,0,3,1.0,399.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,139.0,5,1.0,96.0,62,4,5.0,35,2,2.0,370.0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,139.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,60.0,2,2.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,60.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,100.0,4,1.0,95.0,4,4,0.12,0,7,2.0,978.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,55.0,2,1.0,50.0,3,1,0.16,0,8,1.0,562.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,55.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,40.0,2,1.5,96.0,0,1,0.51,0,1,1.0,399.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
House,Entire home/apt,moderate,Real Bed,Hackney,160.0,4,2.0,80.0,1,2,1.0,15,1,2.0,13.0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,160.0,Hackney,moderate,Entire home/apt,House,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,240.0,6,1.0,100.0,6,6,0.21,30,2,4.0,873.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,240.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,89.0,2,1.0,73.0,38,1,3.29,0,1,1.0,344.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,89.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
House,Entire home/apt,strict,Real Bed,Hackney,225.0,4,2.5,100.0,1,4,0.16,65,5,1.0,184.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,225.0,Hackney,strict,Entire home/apt,House,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,106.0,2,1.0,91.0,14,2,0.31,20,2,1.0,1364.0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,106.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,59.0,2,2.0,98.0,10,1,1.15,8,1,1.0,259.0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,59.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,55.0,2,1.0,100.0,4,1,0.22,10,1,1.0,553.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,55.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
House,Private room,strict,Real Bed,Hackney,90.0,2,2.0,96.0,0,2,0.51,0,3,1.0,399.0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,90.0,Hackney,strict,Private room,House,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,37.0,2,2.5,96.0,0,1,0.51,0,3,1.0,399.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,37.0,Hackney,flexible,Private room,House,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,114.0,6,2.0,96.0,0,1,0.51,0,2,2.0,399.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,114.0,Hackney,moderate,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,140.0,4,2.0,100.0,1,2,0.45,25,2,2.0,65.0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,140.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,80.0,6,1.0,100.0,2,4,0.07,10,3,3.0,901.0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,80.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,60.0,3,1.5,95.0,175,2,7.05,15,1,1.0,743.0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,60.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,50.0,2,1.0,96.0,36,1,1.19,5,2,1.0,903.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,30.0,1,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,30.0,Hackney,flexible,Private room,House,0,0,1,1,1
Apartment,Private room,moderate,Real Bed,Hackney,30.0,1,1.0,96.0,0,1,0.51,0,14,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.0,Hackney,moderate,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,135.0,4,2.5,96.0,0,1,0.51,0,5,2.0,399.0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,135.0,Hackney,strict,Entire home/apt,Apartment,0,0,1,1,1
House,Private room,strict,Real Bed,Hackney,25.0,1,1.0,80.0,4,1,0.23,0,13,1.0,523.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.0,Hackney,strict,Private room,House,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,26.0,1,1.0,100.0,10,1,0.75,0,2,1.0,399.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,26.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,30.0,2,2.0,99.0,23,1,0.68,15,1,1.0,1008.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,65.0,2,1.0,96.0,0,1,0.51,100,3,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,65.0,Hackney,moderate,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,150.0,6,1.0,96.0,0,1,0.51,0,2,3.0,399.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,150.0,Hackney,strict,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,70.0,4,1.0,100.0,2,1,0.21,0,4,1.0,280.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,50.0,1,1.0,96.0,0,1,0.51,0,3,2.0,399.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,strict,Real Bed,Hackney,35.0,2,1.5,85.0,4,1,0.61,0,5,1.0,194.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,35.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Couch,Hackney,31.0,2,1.0,92.0,35,1,1.59,8,2,1.0,657.0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,31.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
House,Entire home/apt,moderate,Real Bed,Hackney,100.0,6,1.5,67.0,3,4,0.97,15,2,3.0,91.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,100.0,Hackney,moderate,Entire home/apt,House,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,80.0,4,1.0,84.0,43,1,3.85,0,1,2.0,333.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,80.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,88.0,4,1.0,96.0,0,2,0.51,10,1,2.0,399.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,88.0,Hackney,strict,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,240.0,6,2.0,97.0,120,4,2.65,20,2,2.0,1356.0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,240.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,75.0,2,1.0,100.0,1,1,0.06,0,3,1.0,496.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,75.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
