f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,neighbourhood_cleansed,cancellation_policy,room_type,property_type,neighbourhood_cleansed
Apartment,Entire home/apt,flexible,Real Bed,Islington,70.0,2,1.0,100.0,1,1,0.48,0,1,1.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Islington,flexible,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,flexible,Real Bed,Islington,210.0,5,1.0,,0,1,,0,6,2.0,,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,flexible,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,95.0,3,1.0,93.0,22,1,1.1,0,2,2.0,598.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,118.0,2,1.0,93.0,40,1,1.53,0,1,1.0,784.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
House,Private room,flexible,Real Bed,Islington,45.0,2,1.0,,2,1,0.12,20,1,1.0,487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,flexible,Private room,House,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,115.0,4,1.5,93.0,12,4,1.52,15,2,2.0,236.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Private room,moderate,Real Bed,Islington,50.0,2,1.0,,0,1,,0,2,1.0,,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,moderate,Private room,Apartment,Islington
Apartment,Private room,flexible,Real Bed,Islington,45.0,2,2.0,100.0,6,1,1.17,0,3,1.0,153.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,Islington,flexible,Private room,Apartment,Islington
Apartment,Private room,flexible,Real Bed,Islington,45.0,2,1.0,,0,1,,0,7,1.0,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Islington,flexible,Private room,Apartment,Islington
House,Private room,flexible,Real Bed,Islington,16.0,1,2.0,,0,1,,0,2,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Islington,flexible,Private room,House,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,79.0,4,1.0,,0,1,,0,1,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Private room,strict,Real Bed,Islington,130.0,2,1.0,96.0,80,1,2.81,0,5,1.0,854.0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,Islington,strict,Private room,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,90.0,3,1.0,100.0,5,1,0.19,0,7,1.0,797.0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,flexible,Real Bed,Islington,100.0,4,1.5,,0,1,,0,1,2.0,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,Islington,flexible,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,100.0,3,1.0,97.0,24,2,2.02,15,1,1.0,356.0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
House,Entire home/apt,flexible,Real Bed,Islington,300.0,7,2.0,,0,1,,0,1,4.0,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,flexible,Entire home/apt,House,Islington
Apartment,Entire home/apt,flexible,Real Bed,Islington,65.0,4,1.0,94.0,7,2,0.83,15,3,1.0,251.0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,Islington,flexible,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,430.0,7,1.5,93.0,6,6,0.3,10,1,4.0,596.0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,100.0,4,1.0,100.0,1,1,0.13,0,4,1.0,238.0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
House,Private room,flexible,Real Bed,Islington,65.0,2,2.0,,0,1,,0,2,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,Islington,flexible,Private room,House,Islington
Apartment,Entire home/apt,flexible,Real Bed,Islington,80.0,2,1.0,100.0,2,1,2.0,0,1,1.0,19.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Islington,flexible,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,120.0,2,1.0,,0,1,,0,1,1.0,,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Islington,strict,Entire home/apt,Apartment,Islington
House,Entire home/apt,moderate,Real Bed,Islington,130.0,4,1.0,96.0,11,2,1.45,19,2,2.0,226.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,moderate,Entire home/apt,House,Islington
Apartment,Private room,strict,Real Bed,Islington,45.0,4,1.0,95.0,4,2,0.95,15,1,2.0,125.0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Islington,strict,Private room,Apartment,Islington
Apartment,Private room,strict,Real Bed,Islington,35.0,1,1.0,100.0,4,1,0.17,0,12,1.0,705.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,strict,Private room,Apartment,Islington
Apartment,Shared room,strict,Real Bed,Islington,22.0,1,2.0,89.0,15,1,1.69,0,2,1.0,265.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Shared room,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,70.0,2,1.0,57.0,1,1,0.03,0,7,1.0,1165.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,120.0,2,1.0,,0,1,,0,7,1.0,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,60.0,2,1.0,,0,1,,0,1,1.0,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,flexible,Real Bed,Islington,80.0,4,1.0,80.0,2,2,0.25,10,2,2.0,242.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,Islington,flexible,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,89.0,4,1.0,,0,2,,10,2,2.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,120.0,5,1.0,84.0,10,1,1.69,0,3,4.0,177.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,flexible,Real Bed,Islington,90.0,4,2.0,100.0,2,1,0.07,0,4,3.0,866.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Islington,flexible,Entire home/apt,Apartment,Islington
Apartment,Private room,flexible,Real Bed,Islington,40.0,1,1.0,92.0,34,1,1.62,0,2,1.0,628.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Islington,flexible,Private room,Apartment,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,140.0,4,1.0,96.0,11,1,0.97,0,2,2.0,340.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
House,Private room,strict,Real Bed,Islington,69.0,2,1.0,100.0,19,1,4.13,0,2,1.0,137.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Islington,strict,Private room,House,Islington
House,Entire home/apt,moderate,Real Bed,Islington,125.0,4,1.5,98.0,34,1,1.37,0,2,3.0,744.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,Islington,moderate,Entire home/apt,House,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,85.0,4,1.0,87.0,3,3,3.0,15,1,2.0,30.0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,flexible,Real Bed,Islington,75.0,2,1.0,80.0,6,1,0.7,0,2,1.0,257.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Islington,flexible,Entire home/apt,Apartment,Islington
Apartment,Shared room,strict,Real Bed,Islington,26.0,1,2.0,88.0,26,1,2.8,0,2,1.0,278.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Shared room,Apartment,Islington
Apartment,Private room,flexible,Real Bed,Islington,120.0,2,1.0,93.0,3,1,0.31,0,1,1.0,292.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,Islington,flexible,Private room,Apartment,Islington
Apartment,Entire home/apt,flexible,Real Bed,Islington,140.0,4,2.0,100.0,2,2,0.97,20,2,3.0,61.0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Islington,flexible,Entire home/apt,Apartment,Islington
Apartment,Private room,flexible,Real Bed,Islington,60.0,2,1.0,97.0,6,2,0.15,15,2,1.0,1220.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,Islington,flexible,Private room,Apartment,Islington
House,Entire home/apt,flexible,Real Bed,Islington,198.0,8,2.0,,0,4,,20,3,2.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,flexible,Entire home/apt,House,Islington
Apartment,Private room,moderate,Real Bed,Islington,69.0,2,1.0,98.0,22,2,1.5,0,3,1.0,438.0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Islington,moderate,Private room,Apartment,Islington
House,Private room,flexible,Real Bed,Islington,40.0,1,1.0,,0,1,,0,3,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Islington,flexible,Private room,House,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,95.0,2,1.0,88.0,12,1,1.65,10,4,1.0,217.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Private room,moderate,Real Bed,Islington,74.0,2,1.0,97.0,135,1,2.19,0,2,1.0,1847.0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Islington,moderate,Private room,Apartment,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,85.0,2,1.0,100.0,1,1,1.0,0,7,1.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,400.0,6,2.0,,0,1,,0,1,3.0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,110.0,6,1.0,90.0,4,4,0.12,50,4,4.0,1020.0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,110.0,2,1.0,98.0,8,1,0.25,0,2,1.0,947.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Private room,flexible,Real Bed,Islington,42.0,2,1.0,93.0,8,1,0.52,10,2,1.0,463.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Islington,flexible,Private room,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,42.0,4,1.0,100.0,2,2,0.36,20,2,2.0,164.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,79.0,4,1.0,,0,1,,0,1,2.0,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,100.0,4,1.0,89.0,36,2,0.67,5,2,2.0,1621.0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,120.0,4,1.0,93.0,44,1,3.27,0,2,2.0,403.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
House,Private room,flexible,Real Bed,Islington,40.0,1,1.0,93.0,21,1,2.44,10,2,1.0,257.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Islington,flexible,Private room,House,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,96.0,4,1.0,,0,2,,15,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Entire home/apt,flexible,Real Bed,Islington,80.0,2,1.0,100.0,7,2,0.27,20,3,2.0,791.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,flexible,Entire home/apt,Apartment,Islington
House,Entire home/apt,flexible,Real Bed,Islington,149.0,4,1.0,,0,1,,0,1,2.0,,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,flexible,Entire home/apt,House,Islington
Apartment,Private room,flexible,Real Bed,Islington,35.0,2,1.0,97.0,18,1,1.17,10,1,1.0,459.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Islington,flexible,Private room,Apartment,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,95.0,5,2.0,87.0,11,2,0.63,15,2,2.0,524.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Private room,flexible,Real Bed,Islington,38.0,2,1.0,82.0,77,1,3.03,0,3,1.0,762.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Islington,flexible,Private room,Apartment,Islington
Apartment,Private room,strict,Real Bed,Islington,55.0,2,1.0,99.0,20,1,2.23,12,1,1.0,268.0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,strict,Private room,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,199.0,6,2.0,92.0,10,1,2.38,0,2,3.0,125.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Private room,flexible,Couch,Islington,96.0,2,1.0,100.0,2,1,0.1,20,2,1.0,622.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,flexible,Private room,Apartment,Islington
Apartment,Private room,moderate,Real Bed,Islington,60.0,1,1.0,,0,1,,0,3,1.0,,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Islington,moderate,Private room,Apartment,Islington
Apartment,Entire home/apt,moderate,Real Bed,Islington,80.0,6,1.0,100.0,4,1,0.12,0,7,3.0,978.0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Islington,moderate,Entire home/apt,Apartment,Islington
Apartment,Private room,strict,Real Bed,Islington,39.0,1,1.5,92.0,12,1,0.86,0,3,1.0,417.0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Private room,Apartment,Islington
Apartment,Private room,strict,Real Bed,Islington,85.0,2,1.0,100.0,2,1,0.88,0,6,1.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Islington,strict,Private room,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,85.0,4,1.0,80.0,2,2,0.48,10,4,1.0,123.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
Apartment,Private room,flexible,Real Bed,Islington,55.0,2,1.0,,0,1,,0,2,1.0,,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,Islington,flexible,Private room,Apartment,Islington
Apartment,Entire home/apt,strict,Real Bed,Islington,199.0,6,2.0,80.0,1,1,1.0,0,2,3.0,19.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Islington,strict,Entire home/apt,Apartment,Islington
